Durations,Credit history,Credit_Purpose,Credit amount,Installment_Rate_Percent,Other debtors / guarantors,Residence_Years,Property,Age in years,Other_Inst_Plans,Housing,Num_Existing_Credits,Job,Liable_People,Telephone,Foreign worker,Checking_Account_Status,Gender,Status,Years_Employments,Saving_Status
6,existing paid,radio/tv,484,3,guarantor,3,real estate,28,bank,own,1,unskilled_resident,1,none,yes,good,male,mar/wid,4-6 years,less than 100
36,critical/other existing credit,used car,9629,4,none,4,car,24,none,own,2,skilled,1,yes,yes,bad,male,single,4-6 years,less than 100
48,existing paid,domestic appliance,3051,3,none,4,car,54,none,own,1,skilled,1,none,yes,bad,male,single,1-3 years,less than 100
48,existing paid,new car,3931,4,none,4,no known property,46,none,for free,1,skilled,2,none,yes,bad,male,single,4-6 years,less than 100
36,delayed previously,new car,7432,2,none,2,life insurance,54,none,rent,1,skilled,1,none,yes,good,female,div/dep/mar,1-3 years,less than 100
6,existing paid,domestic appliance,1338,1,none,4,real estate,62,none,own,1,skilled,1,none,yes,good,male,div/sep,1-3 years,500-1000
6,critical/other existing credit,radio/tv,1554,1,none,2,car,24,none,rent,2,skilled,1,yes,yes,good,female,div/dep/mar,4-6 years,less than 100
36,existing paid,other,15857,2,co applicant,3,car,43,none,own,1,high_qualif_self_emp_mgmt,1,none,yes,good,male,div/sep,unemployed,less than 100
18,existing paid,radio/tv,1345,4,none,3,real estate,26,bank,own,1,skilled,1,none,yes,bad,male,mar/wid,1-3 years,less than 100
12,existing paid,new car,1101,3,none,2,real estate,27,none,own,2,skilled,1,yes,yes,good,male,mar/wid,1-3 years,less than 100
12,existing paid,radio/tv,3016,3,none,1,car,24,none,own,1,skilled,1,none,yes,good,male,mar/wid,1-3 years,less than 100
36,existing paid,furniture/equipment,2712,2,none,2,life insurance,41,bank,own,1,skilled,2,none,yes,bad,male,single,7 or more years,less than 100
8,critical/other existing credit,new car,731,4,none,4,real estate,47,none,own,2,unskilled_resident,1,none,yes,good,male,single,7 or more years,less than 100
18,critical/other existing credit,furniture/equipment,3780,3,none,2,car,35,none,own,2,high_qualif_self_emp_mgmt,1,yes,yes,good,male,div/sep,less than 1 year,less than 100
21,critical/other existing credit,new car,1602,4,none,3,car,30,none,own,2,skilled,1,yes,yes,good,male,mar/wid,7 or more years,less than 100
18,critical/other existing credit,new car,3966,1,none,4,real estate,33,bank,rent,3,skilled,1,yes,yes,bad,female,div/dep/mar,7 or more years,less than 100
18,no credits/all paid,business,4165,2,none,2,car,36,stores,own,2,skilled,2,none,yes,bad,male,single,1-3 years,less than 100
36,existing paid,used car,8335,3,none,4,no known property,47,none,for free,1,skilled,1,none,yes,bad,male,single,7 or more years,no savings
48,delayed previously,business,6681,4,none,4,no known property,38,none,for free,1,skilled,2,yes,yes,good,male,single,1-3 years,no savings
24,delayed previously,business,2375,4,none,2,car,44,none,own,2,skilled,2,yes,yes,good,male,single,1-3 years,500-1000
18,existing paid,new car,1216,4,none,3,car,23,none,rent,1,skilled,1,yes,yes,bad,female,div/dep/mar,less than 1 year,less than 100
45,no credits/all paid,business,11816,2,none,4,car,29,none,rent,2,skilled,1,none,yes,bad,male,single,7 or more years,less than 100
24,existing paid,radio/tv,5084,2,none,4,car,42,none,own,1,skilled,1,yes,yes,good,female,div/dep/mar,7 or more years,no savings
15,existing paid,radio/tv,2327,2,none,3,real estate,25,none,own,1,unskilled_resident,1,none,yes,bad,female,div/dep/mar,less than 1 year,less than 100
12,no credits/all paid,new car,1082,4,none,4,car,48,bank,own,2,skilled,1,none,yes,bad,male,single,1-3 years,less than 100
12,existing paid,radio/tv,886,4,none,2,car,21,none,own,1,skilled,1,none,yes,good,female,div/dep/mar,1-3 years,no savings
4,existing paid,furniture/equipment,601,1,none,3,real estate,23,none,rent,1,unskilled_resident,2,none,yes,good,female,div/dep/mar,less than 1 year,less than 100
24,critical/other existing credit,used car,2957,4,none,4,life insurance,63,none,own,2,skilled,1,yes,yes,good,male,single,7 or more years,less than 100
24,critical/other existing credit,radio/tv,2611,4,co applicant,3,real estate,46,none,own,2,skilled,1,none,yes,good,male,mar/wid,7 or more years,less than 100
36,existing paid,furniture/equipment,5179,4,none,2,life insurance,29,none,own,1,skilled,1,none,yes,bad,male,single,4-6 years,less than 100
21,delayed previously,used car,2993,3,none,2,real estate,28,stores,own,2,unskilled_resident,1,none,yes,good,male,single,1-3 years,less than 100
18,existing paid,repairs,1943,4,none,4,real estate,23,none,own,1,skilled,1,none,yes,bad,female,div/dep/mar,less than 1 year,less than 100
24,all paid,business,1559,4,none,4,car,50,bank,own,1,skilled,1,yes,yes,good,male,single,4-6 years,less than 100
18,existing paid,furniture/equipment,3422,4,none,4,life insurance,47,bank,own,3,skilled,2,yes,yes,good,male,single,7 or more years,less than 100
21,existing paid,furniture/equipment,3976,2,none,3,car,35,none,own,1,skilled,1,yes,yes,good,male,single,4-6 years,no savings
18,existing paid,new car,6761,2,none,4,car,68,none,rent,2,skilled,1,none,yes,bad,male,single,1-3 years,no savings
24,existing paid,new car,1249,4,none,2,real estate,28,none,own,1,skilled,1,none,yes,good,male,mar/wid,less than 1 year,less than 100
9,existing paid,radio/tv,1364,3,none,4,real estate,59,none,own,1,skilled,1,none,yes,good,male,single,4-6 years,less than 100
12,existing paid,radio/tv,709,4,none,4,real estate,57,stores,own,1,unskilled_resident,1,none,yes,bad,male,single,7 or more years,less than 100
20,critical/other existing credit,new car,2235,4,guarantor,2,life insurance,33,bank,rent,2,skilled,1,none,no,bad,male,mar/wid,1-3 years,less than 100
24,critical/other existing credit,used car,4042,3,none,4,life insurance,43,none,own,2,skilled,1,yes,yes,good,male,single,4-6 years,no savings
15,critical/other existing credit,radio/tv,1471,4,none,4,no known property,35,none,for free,2,skilled,1,yes,yes,good,male,single,1-3 years,less than 100
18,all paid,new car,1442,4,none,4,no known property,32,none,for free,2,unskilled_resident,2,none,yes,bad,male,single,4-6 years,less than 100
36,delayed previously,new car,10875,2,none,2,car,45,none,own,2,skilled,2,yes,yes,good,male,single,7 or more years,less than 100
24,existing paid,new car,1474,4,none,3,real estate,33,none,own,1,skilled,1,yes,yes,good,male,mar/wid,less than 1 year,100-500
10,existing paid,retraining,894,4,none,3,life insurance,40,none,own,1,skilled,1,yes,yes,good,female,div/dep/mar,4-6 years,no savings
15,critical/other existing credit,furniture/equipment,3343,4,none,2,no known property,28,none,for free,1,skilled,1,yes,yes,good,male,single,1-3 years,less than 100
15,existing paid,new car,3959,3,none,2,life insurance,29,none,own,1,skilled,1,yes,yes,bad,female,div/dep/mar,1-3 years,less than 100
9,existing paid,new car,3577,1,guarantor,2,real estate,26,none,rent,1,skilled,2,none,no,good,male,single,1-3 years,100-500
24,critical/other existing credit,used car,5804,4,none,2,real estate,27,none,own,2,skilled,1,none,yes,good,male,single,1-3 years,more than 1000
18,delayed previously,business,2169,4,none,2,car,28,none,own,1,skilled,1,yes,yes,bad,male,mar/wid,1-3 years,less than 100
24,existing paid,radio/tv,2439,4,none,4,real estate,35,none,own,1,skilled,1,yes,yes,bad,female,div/dep/mar,less than 1 year,less than 100
27,critical/other existing credit,furniture/equipment,4526,4,none,2,real estate,32,stores,own,2,unskilled_resident,2,yes,yes,good,male,single,less than 1 year,more than 1000
10,existing paid,furniture/equipment,2210,2,none,2,real estate,25,bank,rent,1,unskilled_resident,1,none,yes,bad,male,single,1-3 years,less than 100
15,existing paid,furniture/equipment,2221,2,none,4,car,20,none,rent,1,skilled,1,none,yes,good,female,div/dep/mar,1-3 years,500-1000
18,existing paid,radio/tv,2389,4,none,1,car,27,stores,own,1,skilled,1,none,yes,good,female,div/dep/mar,less than 1 year,less than 100
12,critical/other existing credit,furniture/equipment,3331,2,none,4,life insurance,42,stores,own,1,skilled,1,none,yes,good,male,single,7 or more years,less than 100
36,existing paid,business,7409,3,none,2,life insurance,37,none,own,2,skilled,1,none,yes,good,male,single,7 or more years,no savings
12,existing paid,furniture/equipment,652,4,none,4,life insurance,24,none,rent,1,skilled,1,none,yes,good,female,div/dep/mar,7 or more years,less than 100
36,delayed previously,furniture/equipment,7678,2,none,4,car,40,none,own,2,skilled,1,yes,yes,good,female,div/dep/mar,4-6 years,500-1000
6,critical/other existing credit,new car,1343,1,none,4,real estate,46,none,own,2,skilled,2,none,no,good,male,single,7 or more years,less than 100
24,critical/other existing credit,business,1382,4,none,1,real estate,26,none,own,2,skilled,1,yes,yes,good,male,single,4-6 years,100-500
15,existing paid,domestic appliance,874,4,none,1,real estate,24,none,own,1,skilled,1,none,yes,good,female,div/dep/mar,less than 1 year,no savings
12,existing paid,furniture/equipment,3590,2,co applicant,2,life insurance,29,none,own,1,unskilled_resident,2,none,yes,good,male,single,1-3 years,less than 100
11,critical/other existing credit,new car,1322,4,none,4,car,40,none,own,2,skilled,1,none,yes,good,female,div/dep/mar,1-3 years,more than 1000
18,all paid,radio/tv,1940,3,co applicant,4,no known property,36,bank,for free,1,high_qualif_self_emp_mgmt,1,yes,yes,good,male,single,less than 1 year,less than 100
36,existing paid,radio/tv,3595,4,none,2,car,28,none,own,1,skilled,1,none,yes,good,male,single,7 or more years,less than 100
9,existing paid,new car,1422,3,none,2,no known property,27,none,for free,1,high_qualif_self_emp_mgmt,1,yes,yes,bad,male,single,less than 1 year,less than 100
30,critical/other existing credit,radio/tv,6742,2,none,3,life insurance,36,none,own,2,skilled,1,none,yes,good,male,single,4-6 years,no savings
24,existing paid,used car,7814,3,none,3,car,38,none,own,1,high_qualif_self_emp_mgmt,1,yes,yes,good,male,single,4-6 years,less than 100
24,existing paid,used car,9277,2,none,4,no known property,48,none,for free,1,skilled,1,yes,yes,good,male,div/sep,1-3 years,no savings
30,critical/other existing credit,new car,2181,4,none,4,real estate,36,none,own,2,skilled,1,none,yes,good,male,single,7 or more years,no savings
18,critical/other existing credit,radio/tv,1098,4,none,4,car,65,none,own,2,unemp_unskilled_non_res,1,none,yes,good,female,div/dep/mar,unemployed,less than 100
24,existing paid,furniture/equipment,4057,3,none,3,car,43,none,own,1,skilled,1,yes,yes,bad,male,div/sep,4-6 years,less than 100
12,existing paid,education,795,4,none,4,life insurance,53,none,own,1,skilled,1,none,yes,bad,female,div/dep/mar,less than 1 year,less than 100
24,critical/other existing credit,business,2825,4,none,3,no known property,34,none,own,2,skilled,2,yes,yes,good,male,single,4-6 years,no savings
48,existing paid,business,15672,2,none,2,car,23,none,own,1,skilled,1,yes,yes,bad,male,single,1-3 years,less than 100
36,critical/other existing credit,new car,6614,4,none,4,car,34,none,own,2,high_qualif_self_emp_mgmt,1,yes,yes,good,male,single,7 or more years,less than 100
28,all paid,used car,7824,3,guarantor,4,real estate,40,bank,rent,2,skilled,2,yes,yes,good,male,single,less than 1 year,no savings
27,critical/other existing credit,business,2442,4,none,4,car,43,stores,own,4,high_qualif_self_emp_mgmt,2,yes,yes,good,male,single,7 or more years,less than 100
15,critical/other existing credit,radio/tv,1829,4,none,4,car,46,none,own,2,skilled,1,yes,yes,good,male,single,7 or more years,less than 100
12,critical/other existing credit,new car,2171,4,none,4,life insurance,38,bank,own,2,unskilled_resident,1,none,no,good,male,single,1-3 years,less than 100
36,critical/other existing credit,used car,5800,3,none,4,car,34,none,own,2,skilled,1,yes,yes,good,male,single,1-3 years,less than 100
18,critical/other existing credit,radio/tv,1169,4,none,3,life insurance,29,none,own,2,skilled,1,yes,yes,good,male,single,1-3 years,no savings
36,delayed previously,used car,8947,3,none,2,car,31,stores,own,1,high_qualif_self_emp_mgmt,2,yes,yes,good,male,single,4-6 years,no savings
21,existing paid,radio/tv,2606,4,none,4,life insurance,28,none,rent,1,high_qualif_self_emp_mgmt,1,yes,yes,good,female,div/dep/mar,less than 1 year,less than 100
12,critical/other existing credit,furniture/equipment,1592,3,none,2,life insurance,35,none,own,1,skilled,1,none,no,good,female,div/dep/mar,4-6 years,more than 1000
15,existing paid,furniture/equipment,2186,1,none,4,real estate,33,bank,rent,1,unskilled_resident,1,none,yes,good,female,div/dep/mar,4-6 years,no savings
18,existing paid,furniture/equipment,4153,2,co applicant,3,car,42,none,own,1,skilled,1,none,yes,bad,male,single,1-3 years,less than 100
16,critical/other existing credit,new car,2625,2,guarantor,4,life insurance,43,bank,rent,1,skilled,1,yes,yes,bad,male,single,7 or more years,less than 100
20,critical/other existing credit,new car,3485,2,none,4,real estate,44,none,own,2,skilled,1,yes,yes,good,male,div/sep,less than 1 year,no savings
36,critical/other existing credit,used car,10477,2,none,4,no known property,42,none,for free,2,skilled,1,none,yes,good,male,single,7 or more years,no savings
15,existing paid,radio/tv,1386,4,none,2,real estate,40,none,rent,1,skilled,1,yes,yes,good,male,mar/wid,1-3 years,no savings
24,existing paid,radio/tv,1278,4,none,1,real estate,36,none,own,1,high_qualif_self_emp_mgmt,1,yes,yes,good,male,single,7 or more years,less than 100
12,existing paid,radio/tv,1107,2,none,2,real estate,20,none,rent,1,high_qualif_self_emp_mgmt,2,yes,yes,good,male,single,1-3 years,less than 100
21,existing paid,new car,3763,2,co applicant,2,real estate,24,none,own,1,unskilled_resident,1,none,no,good,male,single,4-6 years,no savings
36,existing paid,education,3711,2,none,2,car,27,none,own,1,skilled,1,none,yes,good,male,mar/wid,1-3 years,no savings
15,delayed previously,used car,3594,1,none,2,life insurance,46,none,own,2,unskilled_resident,1,none,yes,good,female,div/dep/mar,less than 1 year,less than 100
9,existing paid,new car,3195,1,none,2,real estate,33,none,own,1,unskilled_resident,1,none,yes,good,female,div/dep/mar,1-3 years,no savings
36,delayed previously,radio/tv,4454,4,none,4,real estate,34,none,own,2,skilled,1,none,yes,good,female,div/dep/mar,1-3 years,less than 100
24,critical/other existing credit,furniture/equipment,4736,2,none,4,car,25,bank,own,1,unskilled_resident,1,none,yes,bad,female,div/dep/mar,less than 1 year,less than 100
30,existing paid,radio/tv,2991,2,none,4,car,25,none,own,1,skilled,1,none,yes,good,female,div/dep/mar,7 or more years,no savings
11,existing paid,business,2142,1,none,2,real estate,28,none,own,1,skilled,1,yes,yes,good,male,div/sep,7 or more years,more than 1000
24,all paid,business,3161,4,none,2,life insurance,31,none,rent,1,skilled,1,yes,yes,bad,male,single,1-3 years,less than 100
48,no credits/all paid,other,18424,1,none,2,life insurance,32,bank,own,1,high_qualif_self_emp_mgmt,1,yes,no,bad,female,div/dep/mar,1-3 years,less than 100
10,existing paid,used car,2848,1,co applicant,2,real estate,32,none,own,1,skilled,2,none,yes,good,male,single,1-3 years,100-500
6,existing paid,new car,14896,1,none,4,no known property,68,bank,own,1,high_qualif_self_emp_mgmt,1,yes,yes,bad,male,single,7 or more years,less than 100
24,existing paid,furniture/equipment,2359,1,none,1,life insurance,33,none,own,1,skilled,1,none,yes,bad,male,div/sep,unemployed,100-500
24,existing paid,furniture/equipment,3345,4,none,2,life insurance,39,none,rent,1,high_qualif_self_emp_mgmt,1,yes,yes,bad,male,single,7 or more years,less than 100
18,critical/other existing credit,furniture/equipment,1817,4,none,2,no known property,28,none,own,2,skilled,1,none,yes,good,female,div/dep/mar,1-3 years,less than 100
48,delayed previously,radio/tv,12749,4,none,1,car,37,none,own,1,high_qualif_self_emp_mgmt,1,yes,yes,good,male,single,4-6 years,500-1000
9,existing paid,radio/tv,1366,3,none,4,life insurance,22,none,rent,1,skilled,1,none,yes,bad,female,div/dep/mar,less than 1 year,less than 100
12,existing paid,new car,2002,3,none,4,life insurance,30,none,rent,1,skilled,2,yes,yes,good,male,single,4-6 years,less than 100
24,all paid,furniture/equipment,6872,2,none,1,life insurance,55,bank,own,1,skilled,1,yes,yes,bad,male,div/sep,less than 1 year,less than 100
12,all paid,new car,697,4,none,2,car,46,bank,own,2,skilled,1,yes,yes,bad,male,single,less than 1 year,less than 100
18,critical/other existing credit,furniture/equipment,1049,4,none,4,life insurance,21,none,rent,1,skilled,1,none,yes,good,female,div/dep/mar,less than 1 year,less than 100
48,existing paid,used car,10297,4,none,4,no known property,39,stores,for free,3,skilled,2,yes,yes,bad,male,single,4-6 years,less than 100
30,existing paid,radio/tv,1867,4,none,4,car,58,none,own,1,skilled,1,yes,yes,good,male,single,7 or more years,no savings
12,delayed previously,new car,1344,4,none,2,real estate,43,none,own,2,unskilled_resident,2,none,yes,good,male,single,1-3 years,less than 100
24,existing paid,furniture/equipment,1747,4,co applicant,1,life insurance,24,none,own,1,unskilled_resident,1,none,no,good,male,single,less than 1 year,less than 100
9,existing paid,radio/tv,1670,4,none,2,car,22,none,own,1,skilled,1,yes,yes,bad,female,div/dep/mar,less than 1 year,less than 100
9,critical/other existing credit,new car,1224,3,none,1,real estate,30,none,own,2,skilled,1,none,yes,good,male,single,1-3 years,less than 100
12,critical/other existing credit,radio/tv,522,4,none,4,life insurance,42,none,own,2,skilled,2,yes,yes,good,male,single,7 or more years,500-1000
12,existing paid,radio/tv,1498,4,none,1,car,23,bank,own,1,skilled,1,none,yes,good,female,div/dep/mar,1-3 years,less than 100
30,delayed previously,radio/tv,1919,4,none,3,no known property,30,stores,own,2,high_qualif_self_emp_mgmt,1,none,yes,bad,male,single,less than 1 year,100-500
9,existing paid,radio/tv,745,3,none,2,real estate,28,none,own,1,unskilled_resident,1,none,yes,bad,female,div/dep/mar,1-3 years,less than 100
6,existing paid,radio/tv,2063,4,none,3,car,30,none,rent,1,high_qualif_self_emp_mgmt,1,yes,yes,good,male,mar/wid,less than 1 year,less than 100
60,existing paid,education,6288,4,none,4,no known property,42,none,for free,1,skilled,1,none,yes,bad,male,single,1-3 years,less than 100
24,critical/other existing credit,used car,6842,2,none,4,life insurance,46,none,own,2,high_qualif_self_emp_mgmt,2,yes,yes,good,male,single,1-3 years,no savings
12,existing paid,new car,3527,2,none,3,life insurance,45,none,own,1,high_qualif_self_emp_mgmt,2,yes,yes,good,male,single,less than 1 year,no savings
10,existing paid,new car,1546,3,none,2,real estate,31,none,own,1,unskilled_resident,2,none,no,good,male,single,1-3 years,less than 100
24,existing paid,furniture/equipment,929,4,none,2,car,31,stores,own,1,skilled,1,yes,yes,good,male,single,4-6 years,no savings
4,critical/other existing credit,new car,1455,2,none,1,real estate,42,none,own,3,unskilled_resident,2,none,yes,good,male,single,4-6 years,less than 100
15,existing paid,furniture/equipment,1845,4,guarantor,1,life insurance,46,none,rent,1,skilled,1,none,yes,good,female,div/dep/mar,less than 1 year,less than 100
48,no credits/all paid,new car,8358,1,none,1,car,30,none,own,2,skilled,1,none,yes,good,female,div/dep/mar,less than 1 year,500-1000
24,all paid,furniture/equipment,3349,4,none,4,no known property,30,none,for free,1,skilled,2,yes,yes,bad,male,single,less than 1 year,500-1000
12,existing paid,new car,2859,4,none,4,no known property,38,none,own,1,high_qualif_self_emp_mgmt,1,yes,yes,good,male,single,unemployed,no savings
18,existing paid,furniture/equipment,1533,4,co applicant,1,life insurance,43,none,own,1,unskilled_resident,2,none,yes,bad,male,mar/wid,less than 1 year,less than 100
24,existing paid,radio/tv,3621,2,none,4,car,31,none,own,2,skilled,1,none,yes,bad,male,single,7 or more years,100-500
18,critical/other existing credit,business,3590,3,none,3,car,40,none,own,3,unemp_unskilled_non_res,2,yes,yes,good,male,mar/wid,unemployed,less than 100
36,delayed previously,business,2145,2,none,1,car,24,none,own,2,skilled,1,yes,yes,bad,male,single,4-6 years,less than 100
24,existing paid,used car,4113,3,none,4,car,28,none,rent,1,skilled,1,none,yes,bad,female,div/dep/mar,less than 1 year,500-1000
36,existing paid,furniture/equipment,10974,4,none,2,car,26,none,own,2,high_qualif_self_emp_mgmt,1,yes,yes,bad,female,div/dep/mar,unemployed,less than 100
12,existing paid,new car,1893,4,guarantor,4,life insurance,29,none,own,1,skilled,1,yes,yes,good,female,div/dep/mar,1-3 years,less than 100
24,critical/other existing credit,radio/tv,1231,4,none,4,life insurance,57,none,rent,2,high_qualif_self_emp_mgmt,1,yes,yes,good,female,div/dep/mar,7 or more years,more than 1000
30,critical/other existing credit,radio/tv,3656,4,none,4,life insurance,49,stores,own,2,unskilled_resident,1,none,yes,good,male,single,7 or more years,no savings
9,critical/other existing credit,radio/tv,1154,2,none,4,real estate,37,none,own,3,unskilled_resident,1,none,yes,good,male,single,7 or more years,less than 100
28,existing paid,new car,4006,3,none,2,car,45,none,own,1,unskilled_resident,1,none,yes,bad,male,single,1-3 years,less than 100
24,existing paid,furniture/equipment,3069,4,none,4,no known property,30,none,for free,1,skilled,1,none,yes,good,male,single,7 or more years,100-500
6,critical/other existing credit,radio/tv,1740,2,none,2,real estate,30,none,rent,2,skilled,1,none,yes,good,male,mar/wid,7 or more years,less than 100
21,delayed previously,new car,2353,1,none,4,life insurance,47,none,own,2,skilled,1,none,yes,good,male,div/sep,1-3 years,less than 100
15,existing paid,new car,3556,3,none,2,no known property,29,none,own,1,skilled,1,none,yes,good,male,single,1-3 years,no savings
24,existing paid,radio/tv,2397,3,none,2,car,35,bank,own,2,skilled,1,yes,yes,bad,male,single,7 or more years,500-1000
6,existing paid,repairs,454,3,none,1,life insurance,22,none,own,1,unskilled_resident,1,none,yes,good,male,mar/wid,less than 1 year,less than 100
30,existing paid,radio/tv,1715,4,none,1,car,26,none,own,1,skilled,1,none,yes,good,female,div/dep/mar,1-3 years,no savings
27,critical/other existing credit,radio/tv,2520,4,none,2,life insurance,23,none,own,2,unskilled_resident,1,none,yes,bad,male,single,1-3 years,500-1000
15,existing paid,radio/tv,3568,4,none,2,car,54,bank,rent,1,high_qualif_self_emp_mgmt,1,yes,yes,good,female,div/dep/mar,7 or more years,less than 100
42,existing paid,radio/tv,7166,2,none,4,life insurance,29,none,rent,1,skilled,1,yes,yes,good,male,mar/wid,4-6 years,no savings
11,critical/other existing credit,new car,3939,1,none,2,real estate,40,none,own,2,unskilled_resident,2,none,yes,good,male,single,1-3 years,less than 100
15,existing paid,repairs,1514,4,guarantor,2,real estate,22,none,own,1,skilled,1,none,yes,good,male,single,1-3 years,100-500
24,existing paid,new car,7393,1,none,4,life insurance,43,none,own,1,unskilled_resident,2,none,yes,good,male,single,1-3 years,less than 100
24,all paid,new car,1193,1,co applicant,4,no known property,29,none,rent,2,unemp_unskilled_non_res,1,none,yes,bad,female,div/dep/mar,unemployed,less than 100
60,existing paid,business,7297,4,co applicant,4,no known property,36,none,rent,1,skilled,1,none,yes,bad,male,single,7 or more years,less than 100
30,critical/other existing credit,radio/tv,2831,4,none,2,car,33,none,own,1,skilled,1,yes,yes,good,female,div/dep/mar,1-3 years,less than 100
24,existing paid,radio/tv,1258,3,none,3,car,57,none,own,1,unskilled_resident,1,none,yes,good,female,div/dep/mar,1-3 years,500-1000
6,existing paid,radio/tv,753,2,guarantor,3,real estate,64,none,own,1,skilled,1,none,yes,good,female,div/dep/mar,1-3 years,less than 100
18,delayed previously,business,2427,4,none,2,life insurance,42,none,own,2,skilled,1,none,yes,good,male,single,7 or more years,no savings
24,delayed previously,new car,2538,4,none,4,car,47,none,own,2,unskilled_resident,2,none,yes,bad,male,single,7 or more years,less than 100
15,all paid,new car,1264,2,none,2,life insurance,25,none,rent,1,skilled,1,none,yes,bad,male,mar/wid,1-3 years,100-500
30,critical/other existing credit,furniture/equipment,8386,2,none,2,life insurance,49,none,own,1,skilled,1,none,yes,bad,male,single,4-6 years,less than 100
48,existing paid,business,4844,3,none,2,car,33,bank,rent,1,high_qualif_self_emp_mgmt,1,yes,yes,bad,male,single,unemployed,less than 100
21,existing paid,new car,2923,1,none,1,car,28,bank,own,1,high_qualif_self_emp_mgmt,1,yes,yes,good,female,div/dep/mar,1-3 years,100-500
36,existing paid,used car,8229,2,none,2,life insurance,26,none,own,1,skilled,2,none,yes,bad,male,single,1-3 years,less than 100
24,critical/other existing credit,furniture/equipment,2028,2,none,2,life insurance,30,none,own,2,unskilled_resident,1,none,yes,good,male,single,4-6 years,less than 100
15,critical/other existing credit,furniture/equipment,1433,4,none,3,life insurance,25,none,rent,2,skilled,1,none,yes,good,female,div/dep/mar,1-3 years,less than 100
42,no credits/all paid,business,6289,2,none,1,life insurance,33,none,own,2,skilled,1,none,yes,good,male,div/sep,less than 1 year,less than 100
13,existing paid,radio/tv,1409,2,none,4,real estate,64,none,own,1,skilled,1,none,yes,good,female,div/dep/mar,unemployed,100-500
24,existing paid,used car,6579,4,none,2,no known property,29,none,for free,1,high_qualif_self_emp_mgmt,1,yes,yes,good,male,single,unemployed,less than 100
24,critical/other existing credit,radio/tv,1743,4,none,2,life insurance,48,none,own,2,unskilled_resident,1,none,yes,good,male,single,7 or more years,less than 100
12,critical/other existing credit,education,3565,2,none,1,life insurance,37,none,own,2,unskilled_resident,2,none,yes,good,male,single,less than 1 year,no savings
15,all paid,radio/tv,1569,4,none,4,car,34,bank,own,1,unskilled_resident,2,none,yes,good,male,single,7 or more years,100-500
18,existing paid,radio/tv,1936,2,none,4,car,23,none,rent,2,unskilled_resident,1,none,yes,good,male,mar/wid,4-6 years,no savings
36,existing paid,furniture/equipment,3959,4,none,3,life insurance,30,none,own,1,high_qualif_self_emp_mgmt,1,yes,yes,good,male,single,unemployed,less than 100
12,existing paid,new car,2390,4,none,3,car,50,none,own,1,skilled,1,yes,yes,good,male,single,7 or more years,no savings
12,existing paid,furniture/equipment,1736,3,none,4,real estate,31,none,own,1,unskilled_resident,1,none,yes,good,female,div/dep/mar,4-6 years,less than 100
30,existing paid,used car,3857,4,none,4,life insurance,40,none,own,1,high_qualif_self_emp_mgmt,1,yes,yes,good,male,div/sep,1-3 years,less than 100
12,existing paid,radio/tv,804,4,none,4,car,38,none,own,1,skilled,1,none,yes,good,male,single,7 or more years,less than 100
45,existing paid,radio/tv,1845,4,none,4,no known property,23,none,for free,1,skilled,1,yes,yes,bad,male,single,1-3 years,less than 100
45,critical/other existing credit,used car,4576,3,none,4,car,27,none,own,1,skilled,1,none,yes,good,male,single,unemployed,100-500
